id,created_at,scheduled_care_id,child_id,providing_parent_id,notes,action_type,original_children_id
3af711a5-eef7-48cd-90c9-52e3568c6336,2025-10-26 23:56:45.968502+00,15b9e412-eee7-488d-be6c-2042a22fb176,24015a99-6392-4b82-b575-8bf9bf6bef92,88416767-8bca-46c7-9dd3-f191a134b46b,Requester child needs care from responder,new,
9ce08c7a-33be-4e26-8c98-efbd85926dbd,2025-10-26 23:59:08.910489+00,33b18bf4-87fe-467b-8354-932187091d23,24015a99-6392-4b82-b575-8bf9bf6bef92,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - open block sender child added to accepting parent providing care block,new,
8400f44e-59d9-4b6d-9bb5-fcbd0e1b0393,2025-10-26 23:59:08.910489+00,33b18bf4-87fe-467b-8354-932187091d23,a42af785-eb87-4f53-af70-137b2946eee3,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - accepting parent child added to their providing care block,new,
35ad5458-4970-45ef-905b-6175a95d92d1,2025-10-26 23:58:20.030637+00,3897953b-18ed-4e0c-a901-bac2202553c6,24015a99-6392-4b82-b575-8bf9bf6bef92,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - open block sender child added to accepting parent providing care block,new,
f355145b-f464-4035-980b-8beb9c621388,2025-10-26 23:58:20.030637+00,3897953b-18ed-4e0c-a901-bac2202553c6,3d9d40ea-b518-4414-810b-c21bbc33573d,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - accepting parent child added to their providing care block,new,
6384c00f-3dfd-4d9a-aa70-b2c77bb0fffe,2025-10-26 23:58:20.030637+00,501eefe1-b965-4b0d-9427-f69696dc74a0,24015a99-6392-4b82-b575-8bf9bf6bef92,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - open block sender child added to their receiving care block,new,
73dbd270-8c21-43fe-884d-b7d2d585cb21,2025-10-26 23:58:20.030637+00,501eefe1-b965-4b0d-9427-f69696dc74a0,3d9d40ea-b518-4414-810b-c21bbc33573d,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - accepting parent child added to open block sender receiving care block,new,
e75411b5-ab49-4eae-a05e-23504b7153f7,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
01d92f9a-66ec-4004-812b-163dc51fb813,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
f4dff5b8-ea70-440e-8524-ac63371af2ba,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
558343ea-ef3b-44a5-a0cd-f9876a221540,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
55b03a85-5df5-41bf-b7f9-08adda35d164,2025-10-26 23:56:45.968502+00,876d6e60-90fe-445e-8031-226503d86c97,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Requester child needs care from requester,new,
a73f5c16-f7e0-42ca-bba9-c97279a6661c,2025-10-26 23:58:20.030637+00,876d6e60-90fe-445e-8031-226503d86c97,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing receiving block,new,
c92c58d8-52c1-4588-bc30-06174c672129,2025-10-26 23:56:45.968502+00,876d6e60-90fe-445e-8031-226503d86c97,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Responder child needs care from requester,new,
