id,created_at,scheduled_care_id,child_id,providing_parent_id,notes,action_type,original_children_id
9ce08c7a-33be-4e26-8c98-efbd85926dbd,2025-10-26 23:59:08.910489+00,33b18bf4-87fe-467b-8354-932187091d23,24015a99-6392-4b82-b575-8bf9bf6bef92,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - open block sender child added to accepting parent providing care block,new,
8400f44e-59d9-4b6d-9bb5-fcbd0e1b0393,2025-10-26 23:59:08.910489+00,33b18bf4-87fe-467b-8354-932187091d23,a42af785-eb87-4f53-af70-137b2946eee3,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - accepting parent child added to their providing care block,new,
35ad5458-4970-45ef-905b-6175a95d92d1,2025-10-26 23:58:20.030637+00,3897953b-18ed-4e0c-a901-bac2202553c6,24015a99-6392-4b82-b575-8bf9bf6bef92,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - open block sender child added to accepting parent providing care block,new,
f355145b-f464-4035-980b-8beb9c621388,2025-10-26 23:58:20.030637+00,3897953b-18ed-4e0c-a901-bac2202553c6,3d9d40ea-b518-4414-810b-c21bbc33573d,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - accepting parent child added to their providing care block,new,
6384c00f-3dfd-4d9a-aa70-b2c77bb0fffe,2025-10-26 23:58:20.030637+00,501eefe1-b965-4b0d-9427-f69696dc74a0,24015a99-6392-4b82-b575-8bf9bf6bef92,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - open block sender child added to their receiving care block,new,
73dbd270-8c21-43fe-884d-b7d2d585cb21,2025-10-26 23:58:20.030637+00,501eefe1-b965-4b0d-9427-f69696dc74a0,3d9d40ea-b518-4414-810b-c21bbc33573d,2a7f3ce2-69f8-4241-831f-5c3f38f35890,Open block - accepting parent child added to open block sender receiving care block,new,
e75411b5-ab49-4eae-a05e-23504b7153f7,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
01d92f9a-66ec-4004-812b-163dc51fb813,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
f4dff5b8-ea70-440e-8524-ac63371af2ba,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
558343ea-ef3b-44a5-a0cd-f9876a221540,2025-10-26 23:59:08.910489+00,609ab459-eb0b-4332-a772-d9a741e1ebcb,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
624a59ea-3cac-413b-a7c5-338c3ffde5ac,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,24015a99-6392-4b82-b575-8bf9bf6bef92,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
08ef8b67-e330-4656-994e-e35b7f374526,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,3d9d40ea-b518-4414-810b-c21bbc33573d,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
dbb60d41-9f9b-4e10-a11e-f0ac27d8be16,2025-10-26 23:58:20.030637+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,5f093c84-ed8c-44b2-a2aa-3673c760b627,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - child from original block added to accepting parent receiving care,new,
36f20c9e-eec0-4e29-8f02-6d8a98db25de,2025-10-26 23:59:08.910489+00,aacc4cb6-0716-43e5-9304-b5cf158e9f3c,a42af785-eb87-4f53-af70-137b2946eee3,1f66fb72-ccfb-4a55-8738-716a12543421,Open block - accepting parent child added to existing receiving block,new,
cb5079e7-b38f-4703-9982-c506d1d26be3,2025-10-26 23:59:08.910489+00,f1c769b3-e3df-4c1a-9607-ff2fba5ec0ec,24015a99-6392-4b82-b575-8bf9bf6bef92,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - open block sender child added to their receiving care block,new,
c72b53fe-c2a4-4864-838f-64b9a7609814,2025-10-26 23:59:08.910489+00,f1c769b3-e3df-4c1a-9607-ff2fba5ec0ec,a42af785-eb87-4f53-af70-137b2946eee3,1ddffe94-817a-4fad-859e-df7adae45e31,Open block - accepting parent child added to open block sender receiving care block,new,
